Title,Link,Authors,Abstract,Keywords,Date 
Syntactic Ergativity in West Circassian (PhD thesis),https://ling.auf.net/lingbuzz/004600/current.pdf?_s=-KVfhTdrGBClxzmp,"['Ershova, Ksenia']","This dissertation explores the relation between the notion of subjecthood and syntactic ergativity through the lens of West Circassian (or Adyghe; of the Northwest Caucasian family), a polysynthetic morphologically ergative language. West Circassian displays a number of unusual syntactic ergativity effects, i.e. effects which indicate that the absolutive argument occupies the structurally prominent position which is generally believed to be associated with subjecthood. Through the close examination of two such effects – reciprocal binding patterns and constraints on parasitic gap licensing – I arrive at the conclusion that the absolutive argument in West Circassian may be generated in a variety of positions within the verbal theta-domain, but then uniformly undergoes A-movement to the highest argument position in the clause regardless of its theta-role. 
The derived status of the high absolutive explains why a number of subjecthood diagnostics, such as reflexive binding and obligatory control configurations, single out the ergative agent as the subject: this is because the syntactic properties of these constructions rely on the voice projection, which is merged directly above the verbal theta-domain, i.e. vP. Given the low position of Voice0, diagnostics which involve the use of this head single out the highest argument in vP as the subject, rather than the highest argument in the full clause. The proposed analysis provides support for the idea that subjecthood properties may be disbursed across several positions – in a syntactically ergative language like West Circassian, these positions are often occupied by two distinct nominals. In the absence of a single position or single nominal which could be labeled as a subject within a given clause structure, the term ‘subject’ becomes theoretically vacuous. 
The dissertation provides insight into the nature of syntactic ergativity, the structural status of subjecthood, and the syntax of anaphor binding, parasitic gap licensing and obligatory control constructions. Through the examination of argument asymmetries in a polysynthetic language, this project contributes to the line of research demonstrating that polysynthesis and non-configurationality cannot be defined macro-parametrically, but are rather a consequence of several micro-parameters at play, and that there is configurational structure at the core of such a language.","['west circassian', 'polysynthesis', 'ergativity', 'case', 'agreement', 'subjecthood', 'anaphor binding', 'wh-movement', 'parasitic gaps', 'control', 'morphology', 'syntax']",2019
The Predictable Case of Faroese [PhD thesis],https://ling.auf.net/lingbuzz/004164/current.pdf?_s=DihLdcaB2DqhXDpn,"['Galbraith, Daniel']","This thesis concerns case-marking phenomena in Icelandic and Faroese. I argue that the best approach to case distinguishes the levels of abstract, morphosyntactic and morphological case, and permits mismatches between levels in some grammars (Linking Theory, Kiparsky 1997, 2001); these mismatches are best handled by an Optimality Theoretic output harmonisation on the mapping from argument structure to morphosyntax (Prince and Smolensky 1993 et seq.). Such a theory provides a cogent account of predicates with non-nominative subjects in Insular Scandinavian, which present an interesting puzzle: in Icelandic, dative-subject verbs occur with nominative objects that trigger number agreement, whereas in Faroese the object in such sentences is marked accusative and occurs with default third person singular agreement. To date this difference has been poorly understood, and calls for in-depth analysis. The central hypothesis explored in this thesis is that the patterns observed are not language-specific idiosyncrasies, but the outcome of constraint interactions of a typical kind: namely, a pressure to index a nominative argument in the clause by number agreement, and a pressure to express structural accusative case on the object. I argue that similar constraint conflicts are responsible for the loss of lexical case in phenomena such as nominative substitution and case non-preservation, and correctly predict the availability of the passive in dative-subject predicates. I include a substantial amount of new data from surveys conducted on the Faroe Islands and Iceland, which are consistent with my hypothesis, and shed new light on the case systems of these languages beyond simple monotransitives. Moreover, I propose a Competing Grammars Model of intra-linguistic variation (cf. Kroch 1989 et seq.), which finds empirical support in corpora, and offers a plausible framework for explaining the diachronic trajectory of these languages. Finally, the model of grammar proposed here is also cross-linguistically tractable, generating realistic typologies of case-related phenomena, and can easily be extended to other language families.","['case', 'syntax', 'morphosyntax', 'ot', 'faroese', 'icelandic', 'linking theory', 'quirky case', 'dative subjects', 'morphology', 'syntax']",2019
The interaction of reduplication and segmental mutation: A phonological account,https://ling.auf.net/lingbuzz/004090/current.pdf?_s=vft8fq-J19QfgLg-,"['Paschen, Ludger']","This dissertation explores the interaction of reduplication and segmental mutation. Previous studies have shown that both mutation and reduplication can be understood as purely phonological operations in response to defective segmental and prosodic material. Cases of over- and underapplication in reduplicated structures, however, pose a serious challenge to phonological accounts and are apparently better handled by non-modular approaches that invoke morpheme-specific constraints or construction-specific cophonologies. The main goal of this dissertation is to show that a phonological account of over- and underapplication of segmental mutation is not only feasible but that seemingly opaque interactions are in fact predicted by mixed representational-serial approaches. Following the broad research program of Generalized Non-Linear Affixation, and assuming a modular feed-forward architecture of grammar, I demonstrate how apparent cases of overapplication (including ``backcopying'') follow from the interplay of markedness conspiracies, copying of non-minimal prosodic domains, and phonological stratification. Underapplication, on the other hand, emerges from a shortage of mutation triggers, either due to excessive underspecification or as a direct consequence of minimal copying. In addition, I offer reanalyses of purported cases of suppletive allomorphy in reduplication in terms of complex, yet fully transparent segmental phonological alternations. The dissertation thus strengthens the general argument for item-based approaches to non-concatenative morphology and advocates a strictly modular architecture as an alternative to lexical indexation.","['reduplication', 'mutation', 'optimality theory', 'stratal ot', 'opacity', 'overapplication', 'underapplication', 'cyclicity', 'non-linear affixation', 'morphology', 'phonology']",2019
Two paths to polysynthesis: The view from West Circassian nominalizations,https://ling.auf.net/lingbuzz/004118/current.pdf?_s=NljsJG152o2nnQwN,"['Ershova, Ksenia']","West Circassian displays prominent polysynthetic morphology both in the verbal and nominal domains and both syntactic categories are subject to the same morphological ordering constraints. I argue that despite these similarities, nominal and verbal wordforms in West Circassian are in fact constructed via two distinct word formation processes: while the verbal root and any accompanying functional morphology are pronounced as a single phonological word by virtue of forming a single complex syntactic head via head movement, the nominal head and its modifiers are pronounced as a single word due to rules of syntax-to-prosody mapping. Such a division of labor provides an account for why only nouns, and not verbs, exhibit productive noun incorporation in the language: West Circassian noun incorporation is prosodic, rather than syntactic. The evidence for the existence of these two avenues of word formation comes from a systematic violation of morpheme ordering observed in verbal nominalizations. In terms of broader theoretical impact, the proposed analysis provides insight into what factors shape a polysynthetic language: while it is tempting to reduce polysynthetic morphology to either simple head movement or just a consequence of mapping complex syntactic structure to a single phonological word without any head movement, the West Circassian data show that neither of these mechanisms can be dispensed of.","['generative syntax', 'minimalism', 'noun incorporation', 'head movement', 'morphology', 'syntax']",2019
A Jewel Inlaid: Ergativity and Markedness in Nepali,https://ling.auf.net/lingbuzz/005022/current.pdf?_s=LRLQqocQnkQPA6io,"['Lindemann, Luke']","Nepali presents with a complex case marking pattern in which ergative case is obligatory in perfective transitive clauses, disallowed in unaccusative intransitive clauses and copular clauses, and varies with the nominative elsewhere. Where ergative marking is variable, its usage correlates with a variety of semantic and pragmatic factors. The purpose of this investigation is to precisely delineate the grammatical domains for which ergative marking is variable and to provide a unified analysis of the semantic and pragmatic factors that correlate with its expression.

The study of pragmatic phenomena requires the implementation of multiple strategies for collecting language data. The data for this investigation come from four converging lines of inquiry: descriptions of the Nepali pattern in the literature, targeted elicitations with thirteen native speakers, the implementation of a grammaticality judgment survey in Kathmandu in 2016, and the analysis of a published corpus of spoken Nepali.

The analysis found ergative marking to be obligatory in perfective main clauses and variable in subordinate clauses. What appears to be active marking in intransitive clauses is analyzed as ergative marking in transitive clauses with covert objects. The only categorical split is the distinction between perfective and non-perfective verb forms. Every other association was found to be non-categorical.

These non-categorical associations include a positive correlation between subjects with inanimate reference and the expression of ergativity in common nouns, and a
negative correlation between first person pronouns and ergativity in the pronominal domain. This follows expected patterns of marking based on the types which are most frequent in discourse. Ergative marking is somewhat associated with highly individuated objects, but not with affected objects.

Ergative marking is positively associated with characterizing or individual-level predicates, kind readings, categorical propositions, and strong construals of quantifiers. There was no correlation found between ergative marking and agency or volitionality.

The unified analysis of these associations contributes to theories of Optional Ergative Marking and to optional case marking systems in general. The main claim is that the Nepali ergative marks an effector of the event described by the clause. This term refers to a participant which is implicated in enacting and effecting the event, but is not necessarily its main controller or instigator. As a component of the ergative case marking system, it has a pragmatic usage, implicating the subject as a participant in a prototypically transitive event. Aspects of this analysis contribute to the general theory of Optional Ergative Marking and its relation to argument proto-roles. Associations between the ergative and prototypical properties of a transitive event arise from the meaning of the ergative marker as an effector. This analysis also provides a straightforward explanation for the lack of volitional correlations in Nepali that we find in other languages with variable ergativity.

Other semantic and pragmatic features are associated with discourse prominence. These include the correlation with categorical propositions and characterizing predicates. Here the associations are attributable to general principles of semantic markedness. Variable ergativity represents the presence of pragmatic implicatures of various strengths. Gradient markedness oppositions can lead to the conventionalization of these associations into semantic entailments. This is demonstrated for English gender marking, the association between ergative marking and semantic properties of the transitive subject in Nepali, and the association between ergative marking and Nepali perfective verb forms.","['ergativity', 'optional ergative marking', 'differential subject marking', 'optionality', 'pragmatic ergativity', 'proto-roles', 'markedness', 'the animacy hierarchy', 'dependent case', 'nepali', 'indo-aryan', 'semantics', 'morphology', 'syntax']",2019
The many faces of uniformitarianism in linguistics,https://ling.auf.net/lingbuzz/004613/current.pdf?_s=9Gb2wfuXoWtChE_c,"['Walkden, George']","The notion of uniformitarianism, originally borrowed into linguistics from the earth sciences, is widely considered to be a foundational principle in modern historical linguistics. However, there are almost as many interpretations of uniformitarianism as there are historical linguists who take the time to define the notion. In this paper I argue, following Gould (1965; 1987), that this confusion results from the fact that uniformitarianism as originally proposed in geology is not itself a uniform notion, and permits at least four readings. Only some of these readings involve substantive claims rather than methodological imperatives, and only some of these readings are useful for the study of language change. The weakest conclusion to be drawn is that these distinct notions need to be kept apart when invoked by historical linguists.","['uniformitarianism', 'actualism', 'catastrophism', 'language change', 'methodology', 'typology', 'syntax', 'phonology', 'semantics', 'morphology']",2019
Do-support as spellout of split head chains,https://ling.auf.net/lingbuzz/004584/current.pdf?_s=UrqtJHffhfJPPPPX,"['Arregi, Karlos', 'Pietraszko, Asia']","Traditional analyses of do-support share two core properties: i) they link do-support with the inability of the verb to form a relation with an inflectional head, such as T (e.g. via head movement or lowering), and ii) they posit a constraint that requires the inflectional head to combine with a verb (Lasnik 1981, Halle and Marantz 1993, Bobaljik 1995). Based on crosslinguistic data, we argue against both aspects of the traditional view. First, it incorrectly predicts that V-to-T movement and do-support should not cooccur in a language. And second, it does not capture crosslinguistic generalizations about which inflectional heads are supported by do. We develop an analysis of do-support as the outcome of chain splitting, in which a relation between V and T is successfully established and only later split. The successful formation of a head chain (containing V, T, and possibly other heads) accounts for the fact that languages with V-to-T movement may exhibit do-support, and derives the attested do-insertion positions from independent properties of head chains in a given language.","['do-support', 'head movement', 'lowering', 'danish', '(british) english', 'monnese', 'morphology', 'syntax']",2019
Code-switching: Amharic-English,https://ling.auf.net/lingbuzz/004593/current.pdf?_s=wnGMgGLcPVcRbbEM,"['Tariku, Mulusew']","Abstract
The aim of this paper is to give some information about Amharic-English code-switching. It addresses different issues in related with Amharic-English code-switching. Amharic is SOV language, whereas English is SVO language. 
Since Ethiopia is a multilingual country, code-switching is obviously known between different language speakers. Especially the educated people is mostly switch a code to English while speaking Amharic. And Amharic is serving as a lingua franca and the working language of the federal government for this multilingual nation-Ethiopia. Therefore, some linguistic issues in Amharic-English code-switching are raised in this paper.
According to Kiranmayi, N.C (2010) code-switching is mixing more than one language by bilinguals or multilinguals in a discourse. Code-switching is existing between two or more bilingual or multilingual speakers. When they are speaking together they may use different languages in alternative way. Someone may code-switches using two different languages (Interlingua) or different dialects of the same language (intralingua) interchangeably in a single communication. 
Code-switching may occur in different linguistic aspects in both conversational functions and structural aspects like to indicate a direct quotation, reported speech, interjection, reiteration, message qualification, referential and idiomatic expressions, content and system morpheme distinction, syntactic categories and frequency of switched segments, universal constraints, etc.  
","['interjection', 'inter-sentential code-switching', 'intra-sentential code-switching', 'reiteration', 'the matrix language', 'morphology']",2019
The Romance Person Case Constraint is not about clitic clusters,https://ling.auf.net/lingbuzz/004141/current.pdf?_s=Wi_iPk9Dzu6UW1-b,"['Sheehan, Michelle']","This paper provides further evidence that the Person Case Constraint (PCC) in Romance is not limited to clitic clusters. Previously, this has been shown for Spanish (Ormazabal and Romero 2013), but I show that, in Italian, French, and Catalan causatives, a 1st/2nd person direct object is incompatible not only with dative clitics but also with full dative arguments (see also Postal 1989, Bonet 1991). This is different from the manifestation of the PCC in ditransitive contexts where only dative clitics are ruled out. The difference follows, I argue, if ditransitives in these languages have two underlying structures so that a DP introduced by ‘a/à’ can be either dative or locative, in line with broader cross-linguistic patterns (see Harley 2002; Demonte 1995, Cuervo 2003 on Spanish; Anagnostopoulou 2003, Fournier 2010 on French; Holmberg, Sheehan & van der Wal 2018 on Italian). For this reason, indirect object DPs marked with a/à must trigger PCC effects in causatives but not in ditransitives, as only in the former are they unambiguously dative. Further support for this claim comes from Spanish, a language which morphologically distinguishes locative vs. dative phrases in ditransitives via clitic doubling (Cuervo 2003) and which shows PCC effects with all animate direct objects (Ormazabal and Romero 2007, 2013). I show that these facts are compatible with approaches to the PCC based on intervention (Anagnostopoulou 2003, 2005 amongst others), but raise challenges for those which rely crucially on the weak/clitic status of datives (Bianchi 2006, Stegovec 2017). ","['pcc', 'dative', 'locative', 'ditransitive', 'structural ambiguity', 'causative', 'morphology', 'syntax']",2019
Case mismatching in Icelandic clausal ellipsis,https://ling.auf.net/lingbuzz/004157/current.pdf?_s=ddUkaM-Qnxgkg_0W,"['Wood, Jim', 'Barros, Matthew', 'Sigurðsson, Einar']","In this article, we take a detailed look at clausal ellipsis in Icelandic, a hitherto understudied phenomenon. We focus on case-matching and case-mismatching facts in fragment responses. We argue that although case-matching is the norm, constrained instances of case-mismatching strongly suggest that there must be silent structure in the ellipsis site, and some syntactic identity condition. We outline these patterns in detail, and provide an analysis that assumes a post-syntactic approach to case-marking, and a hybrid identity condition along the lines of Chung (2013).","['icelandic', 'ellipsis', 'fragments', 'sluicing', 'case', 'dative substitution', 'nominative substitution', 'morphology', 'syntax']",2019
Leveraging monolingual developmental techniques to better understand heritage languages,https://ling.auf.net/lingbuzz/004568/current.pdf?_s=anfmoN34sdYQuDoc,"['Pearl, Lisa']","In their keynote article, Polinsky and Scontras highlight intriguing behavioral similarities between heritage language use and monolingual development. Given this, I wonder if we can leverage existing comparative, behavioral, and computational approaches that are currently deployed to understand monolingual development in order to better understand heritage languages. I sketch out a few instances of each developmental approach, based on the concrete examples Polinsky and Scontras discuss of heritage language use. ","['heritage languages', 'monolingual development', 'comparative techniques', 'behavioral techniques', 'computational techniques', 'commentary', 'semantics', 'morphology', 'syntax']",2019
Nominals Agree with each other in Coahuilteco,https://ling.auf.net/lingbuzz/004579/current.pdf?_s=HAgPwacTcoxwqGg1,"['Branan, Kenyon']","Heads are commonly assumed to be able to serve as probes in Agree relationships, but maximal projections are commonly assumed not to be able to. Based on evidence from Coahuilteco---an extinct language isolate formerly spoken in southwest Texas---I suggest that maximal projections may enter into Agree. Coahuilteco exhibits an unusual pattern of subject-object concord, in which internal arguments consistently inflect based on the phi-features of the external argument. This can receive a simple explanation as a case of the sharing of phi-features between subject and object under Agree, provided maximal projections may serve both as probes and goals. I show that this marker is indeed a morpheme which attaches to the object, and argue against a possible alternative in which a mediating functional head in the verbal complex is responsible for the transmission of phi-features from the subject to object. If correct, this analysis has a number of implications for syntactic theory more generally, some of which I highlight.","['syntax', 'agree', 'morphology', 'syntax']",2019
On the nature of ATB-movement: insights from reflexes of movement,https://ling.auf.net/lingbuzz/004570/current.pdf?_s=gEX3uHmv98NPLh2-,"['Georgi, Doreen']","This paper presents new empirical evidence for a particular version of the asymmetric approach to across-the-board (ATB) movement. The evidence comes from reflexes of movement, a diagnostic tool that has not been used so far in the ATB-literature. I investigate languages in which the reflex shows a morphological distinction between terminal and intermediate movement steps. The existing approaches of ATB make different predictions about the distribution of such reflexes across the conjuncts under long-distance ATB-movement. The data collected from 4 Niger-Congo languages provide evidence for asymmetric extraction from the 1st conjunct + a terminal movement step inside the 2nd conjunct. Furthermore, the observed asymmetry between long and short ATB-movement regarding the distribution of the reflexes (symmetric vs. asymmetric) is derived by the standard relativized minimality condition on syntactic operations, here on upward probing, combined with the assumption that PF-lowering also applies in an ATB-fashion.","['atb-movement', 'locality', 'terminal vs. intermediate movement steps', 'upward probing', 'morphology', 'syntax']",2019
The remote island,https://ling.auf.net/lingbuzz/005483/current.pdf?_s=K4rfVMHy94Iw1o3R,"['Scheer, Tobias']","There is no way to tell systematic from accidental gaps in the (cross-linguistic) record since it cannot be shown that a pattern does not exist: there are many languages we do not know about in past, future and present (on a remote island). Hence the remote island argument which may be levelled against any systematic gap candidate. The chapter reviews the position taken in different quarters regarding the canonical incarnation of systematic gaps, i.e. chomskyan Universal Grammar UG. The remote island is argued to be a non-issue: it is either trivial (if you believe that there are no systematic gaps) or irrelevant (if you believe that systematic gaps exist). Calling on the remote island is like asserting that pink elephants exist: nobody can prove the contrary but the assertion is meaningless for the study of elephants. Finally, UG is criticized because it merely lists things that do not exist without saying why they are absent. Natural constants such as the speed of light c are angle stones of scientific discovery, but nobody knows why they exist or have the value they do. Adult science does not discredit the search for natural constants because they cannot be explained.","['unattested patterns', 'initial clusters', 'accidental vs. systematic gaps', 'typology', 'third factor explanations', 'domain-general vs. domain-specific explanations', 'functional approaches', 'crazy rules', 'modularity', 'morphology', 'syntax', 'phonology']",2019
Language Development during Interstellar Travel,https://ling.auf.net/lingbuzz/004743/current.pdf?_s=8i40TAKRRESNHYfx,"['Mckenzie, Andrew', 'Punske, Jeffrey']","This paper explores the consequences that language change might trigger in the languages of crew members during a long journey in space or interplanetary settlement.  Languages drift apart as communities grow more isolated from each other, so the long isolation of a traveling community may lead to enough difference to render its language unintelligible to the original community it left.  This problem may compound as later vessels bring new crews with their own changed languages to mix with those from earlier crews. 

We discuss various aspects that contribute to language change, through comparison to historical Earthbound cases involving some of these aspects, such as the Polynesian settlement of far-flung Pacific islands, and dialect development in relatively isolated European colonies. We also weigh the effects of multilingualism amongst the crew, with or without a common lingua franca in use, as well as the effects of time and the role that children play in language change and creation.  As we lay out possible outcomes, we also suggest possible methods of shaping this development within limits.

","['language change', 'diachrony', 'dialect', 'space', 'syntax', 'phonology', 'semantics', 'morphology']",2019
Issues in Esahie Nominal Morphology: From Inflection to Word-formation,https://ling.auf.net/lingbuzz/005437/current.pdf?_s=_e_Y_3Cbnj6Yp93C,"['Broohm, Obed Nii']","The present study is a documentation-oriented research which aims at exploring the nominal
morphology of Esahie, an otherwise unexplored cross-border Kwa language. Essentially, it
examines pertinent inflectional and word formation issues in the nominal domain of Esahie
such as noun class system, agreement, syncretism, nominalization, and compounding. The
overall goal of this thesis is to investigate and provide a comprehensive account of the attested
types, structure, formation, and the lexical semantics of nouns and nominalizations in Esahie.
This thesis also seeks to understand what the facts about the structure and formation of nouns
and nominalizations in Esahie reveal about the nature of the interface between morphology,
phonology, syntax, and semantics, and about the architecture of the grammar in general. In
interpreting the Esahie data, we ultimately hope to contribute to current theoretical debates by
presenting empirical arguments in support of an abstractive, rather than a constructive view of
morphology, by arguing that adopting the formalism of Construction Morphology (CxM, see
Booij 2010a-d), as an abstractive model, comes with many advantages. We show that the
formalism espoused in CxM is able to deal adequately with all the inflectional and word
formation issues discussed in this thesis, including the irregular (non-canonical) patterns which
are characterized either by cumulative exponence or extra-compositionality. With regards to
compounding, this study confirms the view (cf. Appah 2013; 2015; Akrofi-Ansah 2012b;
Lawer 2017) that, in Kwa, notwithstanding the word class of the input elements, the output of
a compounding operation is always a nominal. This characterization points to a fascinating
(mutual) interplay between the word-formation phenomena of compounding and
nominalization, since the former operation invariably feeds into the latter. Overall, this thesis
shows that nominalization is a prominent word-formation operation in Kwa grammar. Data
used in this thesis emanates from several fieldtrips carried out in some Esahie speaking
communities in the Western-North region of Ghana, as well as other secondary sources.","['esahie', 'nominal morphology', 'inflection', 'nominalization', 'compounding', 'syntax', 'phonology']",2019
Fission in Algonquian and the status of morphological templates,https://ling.auf.net/lingbuzz/004544/current.pdf?_s=rsuffdBq4Zsl-ykX,"['Oxford, Will']","This paper argues that the ordering of slots in the Algonquian verb inflection template reflects a combination of syntactic and morphological principles. The overall order of slots parallels the order of functional heads in the syntactic structure. However, not every slot corresponds to a distinct syntactic terminal. Some terminals undergo fission (Noyer 1992), giving rise to situations in which a sequence of morphological slots corresponds to a single syntactic terminal. The paper proposes a syntax-morphology mapping for all of the slots in the Algonquian verb inflection template, distinguishing slots that realize distinct syntactic terminals from slots that realize the same terminal via fission. Several criteria that can help to distinguish between these alternatives are suggested.","['inflection', 'templates', 'fission', 'morphology', 'syntax']",2019
Eliminating T as an independent syntactic head,https://ling.auf.net/lingbuzz/004532/current.pdf?_s=ry_FJ7iTymCykZGY,"['Hosono, Mayumi']","In this paper, I propose to eliminate T as an independent syntactic head from the computational system of human language. Adopting feature inheritance (Chomsky 2013, 2015) and assuming that tense (and other features, if any) is inherited from C by T, T does not have any contents in lexicon. It is doubtful that T can exist as a legitimate syntactic head, though tense feature definitely exists in human language. Based on Hosono’s (2018) analysis on verb movement, I propose that in languages such as French and English, a verbal head moves and merges to the root, and it inherits tense (and any other functional features) after C merges; in V2 languages, a verbal head directly moves to C, and feature inheritance does not occur. In both cases, I argue, the object which has traditionally been called TP is unlabeled. I also introduce the framework of workspace proposed by Chomsky et al. (2017) and Chomsky (2017), who change the definition of the merging operation from Merge to MERGE and claim that only external and internal MERGE are legitimate, rejecting other merging operations, e.g. countercyclic movement such as verb movement. I argue that without T, the problem on the countercyclic property of verb movement is solved.
This is the first draft. Any comments are very welcome.","['t(ense)', 'feature inheritance', 'verb movement', 'labeling', 'workspace', 'merge', 'countercyclic property.', 'morphology', 'syntax', 'phonology']",2019
How Efficiency Shapes Human Language,https://ling.auf.net/lingbuzz/004727/current.pdf?_s=DE6vIpI0kDsdsvBM,"['Gibson, Edward', 'Futrell, Richard', 'Piantadosi, Steven', 'Dautriche, Isabelle', 'Mahowald, Kyle', 'Bergen, Leon', 'Levy, Roger']","Cognitive science applies diverse tools and perspectives to study human language. Recently, an exciting body of work has examined linguistic phenomena through the lens of efficiency in usage: what otherwise puzzling features of language find explanation in formal accounts of how language might be optimized for communication and learning? Here, we review studies that deploy formal tools from probability and information theory to understand how and why language works the way that it does, focusing on phenomena ranging from the lexicon through syntax. These studies show how a pervasive pressure for efficiency guides the forms of natural language and indicate that a rich future for language research lies in connecting linguistics to cognitive psychology and mathematical theories of communication and inference.","['information theory', 'syntax', 'lexicon', 'psycholinguistics', 'morphology', 'syntax']",2019
No name: The Allosemy View,https://ling.auf.net/lingbuzz/003154/current.pdf?_s=UzyzyhB1_4nnvV63,"['Saab, Andrés', 'Lo Guercio, Nicolás']","According to certain versions of predicativism, names denote metalinguistic predicates of a certain type, e.g. the name Perón as it occurs in the sentence Perón died in 1974 denotes a predicate more or less paraphrasable as “being called Perón” (Burge 1973, Matushansky 2008 and Fara 2011, among others). The metalinguistic theory of names is claimed to be superior in nontrivial ways to direct reference theories, according to which names contribute an individual without the mediation of descriptions (Kripke 1980). The alleged triumph of predicativism is that by assuming the “being called N” property as basic, both referential and non-referential uses of proper names can be given a uniform semantic analysis. By contrast, the referentialist needs to resort to homonymy or semantic ambiguity. In addition, there are some systematic connections between referential and predicative uses of names that at first glance also seem to favor predicativism. The goal of this paper is to present an alternative syntax, semantics and pragmatics of proper names. We assume that grammatical categories and the associated meanings that they are supposed to encode are not grammatical primitives, but epiphenomena that result from the particular way in which syntax combines functional material and lexical Roots. Before syntax, lexical Roots have no detectable meanings. On this account, there are no names before syntax, as there are no nouns, verbs or adjectives. Names are thus seen as the result of a particular syntactic configuration whose semantic realization is that of contributing an individual. Metalinguistic uses of names, and other derived uses, are involved in a different syntactic scheme, one that makes a name Root a predicate of a certain type. Besides their different syntactic basis, we argue that metalinguistic inferences in both referential and predicative uses of names have a pragmatic source. According to the theory we propose, then, the so-called Being Called Condition is neither a syntactic nor a semantic primitive. Under this conception of proper names the uniformity argument does not hold and the adduced linguistic evidence cannot lead to any (meta-)semantic consideration.

Authors: Andrés Saab & Nicolás LoGuercio","['predicativism', 'referentialism', 'allosemy', 'distributed morphology', 'functional morphemes', 'roots', 'polysemy', 'semantics', 'syntax']",2019
Hungarian particle reduplication as local doubling,https://ling.auf.net/lingbuzz/004518/current.pdf?_s=S8k0BN71icRrySgn,"['Lipták, Anikó', 'Saab, Andrés']","This paper provides a morphosyntactic account of particle reduplication in Hungarian, a case of reduplication whose function is to express repetition of events. The most conspicuous property of this process is that it can only apply when the particle is strictly left adjacent to an overt verb. We develop an analysis in terms of a syntactic process that yields a string of doubled particles that do not form a constituent, following the insight of Piñon (1991), and we propose that reduplication targets subwords and derives the facts via a local doubling process.","['ubword', 'head movement', 'ellipsis', 'doubling', 'distributed morphology', 'morphology', 'syntax']",2019
Head movement and morphological strength,https://ling.auf.net/lingbuzz/004516/current.pdf?_s=xpZwMjcAmkkL0ArE,"['Zwart, Jan-Wouter']","This encyclopedia article discusses the hypothesis that head movement (in particular verb movement) is conditioned by rich inflectional morphology (the Rich Agreement Hypothesis). It discusses the relevant facts, the empirical adequacy of the hypothesis, and its conceptual underpinning.","['inflection', 'head movement', 'rich agreement hypothesis', 'morphology-syntax relation', 'verb movement', 'agreement', 'morphology', 'syntax']",2019
Dutch linguistics and the general audience,https://ling.auf.net/lingbuzz/004507/current.pdf?_s=ynNh_Ews-lsFm7Y-,"['Van Oostendorp, Marc']","This very brief paper gives an overview of outreach activities of Dutch linguists since 1928, with a focus on the present time. It shows how the circumstances for such activities are relatively positive, although of course nothing is perfect.","['outreach', 'syntax', 'phonology', 'semantics', 'morphology']",2019
A typological perspective on nominal concord,https://ling.auf.net/lingbuzz/004477/current.pdf?_s=5zljlfCkkjNnN1L7,"['Norris, Mark']","This paper reports some of the results of the largest typological study of nominal concord to date. The sample contains 174 languages from 105 distinct families. Concord is found in 59.2% of languages in the sample. I demonstrate a number of tendencies among languages with concord: (i) number concord is the most common type, (ii) gender concord is common among languages with gender, (iii) case concord is relatively rare and almost never occurs alone, and (iv) it is more common to have concord on both adjectives and demonstratives than on just one or the other.

The data for this project is archived here: https://shareok.org/handle/11244/320354","['morphology', 'typology', 'agreement', 'concord', 'nominals', 'features', 'morphology']",2019
Malagasy OCP targets a single affix: implications for morphosyntactic generalization in learning,https://ling.auf.net/lingbuzz/004540/current.pdf?_s=c7xZP3fF4mRuAqsQ,"['Zymet, Jesse']","Despite claims of the existence of phonological processes that apply strictly in limited morphosyntactic domains, recent corpus and experimental findings suggest that such processes are unproductive and difficult to learn. Martin (2011) and Chong (2017) consequently posit learning models having a generality bias, such that they cannot acquire morphosyntactically specific restrictions without supporting statistical tendencies from other domains. This article presents a corpus study of Malagasy backness dissimilation, showing that it applies consistently and exclusively to the passive imperative suffix, the only suffix eligible to undergo it. Dissimilation was extended to loanwords having the suffix and has persisted for multiple generations, but is entirely unsupported by the lexicon, which instead displays a phonotactic harmony tendency. These findings suggest that no degree of generality is necessary for learning. Rather, if the bias is active, then it must be overridable.","['generalization', 'bias', 'dissimilation', 'harmony', 'malagasy', 'morphology', 'phonology']",2019
Agreement. The Romance perspective,https://ling.auf.net/lingbuzz/004321/current.pdf?_s=joMgjhmMdlRN2AaX,"[""D'Alessandro, Roberta""]","This is an encyclopaedia article on agreement seen from the Romance perspective. It includes some of the main syntactic phenomena in Romance that have contributed to the development of the theory of agreement, from PSR to the Minimalist Program.
The topics discussed are: agreement in PSR, past participle agreement, rich agreement and null subjects, the NSP, unaccusativity (shortly), and subject clitics (with tests to determine their pronominal vs inflectional status). 

The list of relevant phenomena is far from complete. Nevertheless, I hope to have selected some key phenomena that were crucial for the development of syntactic and morphological theory, especially within generative grammar.

Comments and suggestions are very welcome! r.dalessandro AT uu.nl","['agreement', 'subject clitics', 'null subjects', 'pro-drop', 'unaccusatives', 'rich agreement', 'morphology', 'syntax']",2019
