Title,Link,Authors,Abstract,Keywords,Date
What indexical shift sounds like: Uyghur intonation and interpreting speech reports,https://ling.auf.net/lingbuzz/004591/current.pdf?_s=Xg_4Kxj0Tq4ksfLs,"['Major, Travis', 'Mayer, Connor']","Recent years have given rise to a considerable amount of research on exceptional behaviors of indexicals (e.g., I, you, here, there, etc.) in embedded contexts, a phenomenon referred to as indexical shift. This paper provides a novel field methodology for diagnosing indexical shift, by eliciting target sentences in controlled discourse contexts and analyzing the prosody of the elicited utterances. This is less cumbersome for consultants than standard semantic diagnostics, and allows for more detailed empirical description. We demonstrate this by investigating indexical shift in Uyghur. In addition to providing a more complete empirical picture, we suggest a modification to the analysis of Uyghur indexical shift proposed by Shklovsky and Sudo (2014). Applying these methods to other languages with indexical shift has the potential to further improve both our empirical and theoretical understanding of the phenomenon.","['indexical shift', 'uyghur', 'prosody', 'intonation', 'semantics', 'syntax', 'phonology']",2019
Inferring Pokémon types using sound symbolism: The effects of voicing and labiality,https://ling.auf.net/lingbuzz/004551/current.pdf?_s=083kt6nYrUA2QPhm,"['Kawahara, Shigeto', 'Kumagai, Gakuji']","Recent studies show that sound symbolic principles are operative in Pokémon characters’ names; e.g., those characters with names that contain more voiced obstruents tend to be larger and heavier (Kawahara et al. 2018b). One question that arose from this line of research is whether other attributes of Pokémon—specifically their types—show any tangible effects of sound symbolism. This question is related to the more general issue of what kinds of semantic attributes/dimensions can be signaled by sound symbolism. In answer to this question, Hosokawa et al. (2018) showed that the dark type characters are more likely to contain voiced stops and less likely to contain labial consonants in their names than the fairy type characters. The current judgment experiment shows that these associations are productive. Moreover, the effect sizes of sound symbolism were not correlated with each participant’s familiarity with Pokémon, suggesting that the sound symbolic knowledge is more abstract than what can be gleaned from the Pokémon lexicon.","['sound symbolism', 'labial consonants', 'voiced obstruents', 'pokémon', 'japanese', 'phonetics', 'phonology']",2019
The projection of co-speech sound effects,https://ling.auf.net/lingbuzz/004520/current.pdf?_s=4urHdGWohQ-2XxOq,"['Pasternak, Robert']","Much recent work has focused on the pragmatic contributions of ""co-speech gestures"", gestures aligned with spoken content. Such gestures show a particular, seemingly not-at-issue projection pattern, with various theories being proposed to account for this inference profile. A mostly unexplored question is which types of co-speech content generate this projection pattern. In this short squib, I provide evidence that co-speech sound effects can generate the same inference pattern, in spite of the fact that co-speech sound effects lack many of the notable features of their gestural counterparts. This suggests that the ""gesture"" projection pattern might actually encompass a much broader variety of co-speech content.","['co-speech content', 'gestures', 'sound effects', 'projection', 'pragmatics', 'semantics']",2019
Accounting for the stochastic nature of sound symbolism using Maximum Entropy model,https://ling.auf.net/lingbuzz/004071/current.pdf?_s=B5E0kWy8AGcqoRed,"['Kawahara, Shigeto', 'Kumagai, Gakuji', 'Katsuda, Hironori']","Sound symbolism refers to stochastic and systematic associations between sounds and meanings. Sound symbolism has not received much serious attention in the generative phonology literature, perhaps because most if not all sound symbolic patterns are probabilistic. Building on the recent proposal to analyze sound symbolic patterns within a formal phonological framework (Alderete & Kochetov 2017), this paper shows that MaxEnt grammars allow us to model stochastic sound symbolic patterns in a very natural way. The analyses presented in the paper show that sound symbolic relationships can be modeled in the same way that we model phonological patterns. We suggest that there is nothing fundamental that prohibits formal phonologists from analyzing sound symbolic patterns, and that studying sound symbolism using a formal framework may open up a new, interesting research domain. The current study also reports two hitherto unnoticed cases of sound symbolism, thereby expanding the empirical scope of sound symbolic patterns in natural languages.","['sound symbolism', 'maxent', 'stochastic patterns', 'phonology']",2019
Teaching phonetics through sound symbolism,https://ling.auf.net/lingbuzz/004342/current.pdf?_s=Nr1fP-eDkUbcZLHJ,"['Kawahara, Shigeto']","Teaching introductory phonetics classes can be challenging for several reasons. One reason is that students are introduced with many new concepts such as place of articulation, manner of articulation, and the obstruent/sonorant distinction. Remembering these classification terms can be overwhelming and/or boring. Another challenge is that while many students taking phonetics classes are humanity major students who often do not like mathematics, understanding phonetics does require basic background in mathematics and physics. In this paper, I summarize my pedagogical attempt to lower the psychological boundary of students against learning these concepts by making use of sound symbolism in introductory phonetics class. Analyses of sound symbolic patterns can be presented using materials that students are familiar with (e.g. Disney characters and Pokémon monsters), so that the students feel that classification terms that phoneticians use are “real”. Furthermore, since some sound symbolic patterns are demonstrably grounded in the articulatory and acoustic natures of particular sounds, we are able to teach some important articulatory and acoustic principles. Finally, statistical analyses of the Pokémon dataset, which emerged from this teaching strategy, help us illustrate some important statistical skills. ","['pedagogy', 'sound symbolism', 'sonorants', 'voiced obstruents', 'labiality', 'pokémon(astics)', 'statistics', 'phonology']",2018
Prosodic Systematicity Meets Language Development: Skewed Tonal Inventories in Non-Arbitrary Language,https://ling.auf.net/lingbuzz/003072/current.pdf?_s=3JCzcmOMkEWmTT2C,"['Thompson, Arthur']","Recent advances in the literature have focused on sketching phonosemantic mappings of imitative or iconic utterances by relying on vowels and consonants [1-5], leaving the suprasegmental information unexplored [6]. To begin bridging this gap, this study looks at the interaction of lexical tone and iconicity by comparing sound symbolic (i.e., mimetic, expressive, ideophonic) strata and general (i.e., arbitrary, prosaic, non-iconic) strata from three Chinese languages (Mandarin, Taiwanese Southern Min, Hong Kong Cantonese) using corpus-based means. For all three languages the distribution of tones in the sound symbolic strata are skewed so that the majority of syllables are largely confined to two tonal categories per language, one of which is high level, while the general strata exhibit no such tonal bias. These results indicate that phonological systematicity at the prosodic level might play an important role in demarcating an iconic class of words. This cross-linguistic tendency towards high tone mappings may be derived from phonotactic strategies to facilitate prosodic foregrounding of iconic utterances as well as an embodiment of expressive voice and marked pitch use like that of Infant Directed Speech.","['sound symbolism', 'tone', 'iconicity', 'chinese', 'mandarin', 'cantonese', 'southern min', 'phonology', 'ideophones']",2018
Post-Nasal Devoicing and a Probabilistic Model of Phonological Typology,https://ling.auf.net/lingbuzz/003232/current.pdf?_s=jgZFy1454U8gdYMn,"['Begus, Gasper']","This paper addresses one of the most contested issues in phonology: unnatural alternations. First, non-natural phonological processes are subdivided into unmotivated and unnatural. The central topic of the paper is an unnatural process: post-nasal devoicing. I collect thirteen cases of post-nasal devoicing and argue that in all reported cases, post-nasal devoicing does not derive from a single unnatural sound change (as claimed in some individual accounts of the data), but rather from a combination of three sound changes, each of which is phonetically motivated. I present new evidence showing that the three stages are directly historically attested in the pre-history of Yaghnobi. Based on several discussed cases, I propose a new diachronic model for explaining unnatural phenomena called the Blurring Process and point to its advantages over competing approaches (hypercorrection, perceptual enhancement, and phonetic motivation). The Blurring Process establishes general diachronic conditions for unnatural synchronic processes and can be employed to explain unnatural processes beyond post-nasal devoicing. Additionally, I provide a proof establishing the minimal sound changes required for an unmotivated/unnatural alternation to arise. The Blurring Process and Minimal Sound Change Requirement have implications for models of typology within the Channel Bias approach. This paper thus presents a first step towards the ultimate goal of quantifying the influences of Channel Bias on phonological typology.","['phonological typology', 'probabilistic modeling', 'bootstrapping', 'sound change', 'naturalness', 'channel bias', 'voice', 'post-nasal devoicing']",2018
Basic Features of the Phonematic System in the Prehistory of the German,https://ling.auf.net/lingbuzz/004209/current.pdf?_s=DNDC02Rfg6MdeC9r,"['Zapolovskyi, Mykola']","The article provides an insight into the relations between the German 
language and other Germanic and Indo-European languages. The first phonetic shift,
Verner's law, rhotacism, apophony and other phonetic phenomena in the prehistory of German have been described.","['common germanic', 'consonant', 'vowel', 'shift', 'sound change', 'relationship', 'ablaut grades', 'gemination.', 'phonology']",2018
Exploring sound symbolic knowledge of English speakers using Pokemon character names,https://ling.auf.net/lingbuzz/004143/current.pdf?_s=mbNjIKCnI0PkUM3Y,"['Kawahara, Shigeto', 'Moore, Jeff']","This paper is a contribution to the studies of sound symbolism, systematic relationships between sounds and meanings. Two experiments were conducted in which native speakers of English were provided with pairs of pre-evolution and post-evolution Pokemon characters, the latter of which were always larger. The participants were given two name choices whose members are systematically different in some phonological properties. The results show the following sound symbolic patterns to be productive: the participants tend to associate post-evolution characters with (1) names containing voiced obstruents ([b, d, g, z]), (2) names with more segments, (3) names containing [a], (4) names containing [u], and (5) names containing coronal consonants. Overall, the current results suggest that phonological properties of names non-trivially affect the naming patterns of new creatures, implying that the relationships between sounds and meanings are not as arbitrary as modern linguistic theories generally assume.","['sound symbolism', 'english', 'voicing', 'iconicity of quantity', 'pokemonastics!', 'phonology']",2018
Areal sound change and the distributional typology of affricate richness in Eurasia,https://ling.auf.net/lingbuzz/004225/current.pdf?_s=c7V8bc7hx80B1mqb,"['Grossman, Eitan', 'Nikolaev, Dmitry']","This paper makes a contribution to phonological typology by investigating the distribution of affricate-rich languages in Eurasia. It shows that affricate-rich and affricate-dense languages cluster areally within Eurasia and have area-specific histories. In particular, the affricate-rich areas of western Eurasia – a ‘European’ area and a Caucasian area – are not the result of contact-induced sound changes or borrowing, while the two affricate-rich areas of eastern Eurasia – the Hindukush area and the Eastern Himalayan area – are the result
of contact. Specifically, affricate-dense areas depend on the emergence of retroflex affricates. Moreover, languages outside these affricate-dense areas tend to lose retroflex affricates.","['language typology', 'distributional typology', 'phonology', 'areal linguistics', 'areal sound change', 'language contact', 'historical phonology', 'consonant inventories', 'affricates', 'phonology']",2018
A Formal Model of Phonological Typology,https://ling.auf.net/lingbuzz/003574/current.pdf?_s=c7QOyDmAzdrIutEA,"['Begus, Gasper']","Identifying and modeling factors that influence typology has been one of the most contested issues in phonology with two major lines of thought emerging in this discussion: the Analytic Bias (AB) and Channel Bias (CB) approach (Moreton 2008). Empirical evidence in favor of both approaches exists, yet very few attempts have been made to model them together. This paper aims to fill this gap and proposes a new MaxEnt-compatible model of phonological typology that models both AB and CB together. The first step towards a new model of typology is to establish quantitative models of each of the subcomponents: AB and CB. To encode the AB portion of the typology, we adopt Wilson’s (2006) approach of differentiating variance in the prior of a MaxEnt model of phonological learning; to encode the CB portion, we adopt Beguš’s (2016) new model of typology within CB that operates with Historical Probabilities of Alternations and an estimation method called Bootstrapping Sound Changes. This paper proposes a new model of typology that combines differentiating prior variance (AB; Wilson 2006) with estimating Historical Weights based on Historical Probabilities (CB; Beguš 2016), whereby both variables influence the typology. I further argue that this new model performs better than the current “split” models on the basis of two alternations, post-nasal voicing and devoicing, and point to future directions this line of research should take. ","['phonological typology', 'probabilistic models', 'analytic bias', 'channel bias', 'maxent', 'sound change', 'naturalness', 'phonology']",2018
Sound (Symbolic) Patterns in Pokemon Names: Focusing on Voiced Obstruents and Mora Counts,https://ling.auf.net/lingbuzz/003196/current.pdf?_s=o__xctthUg0eGDBV,"['Kawahara, Shigeto', 'Noto, Atsushi', 'Kumagai, Gakuji']","This paper presents a case study of sound symbolism, cases in which certain sounds tend to be associated with particular meanings. We use the corpus of all Pokemon names available as of October 2016.

We tested the effects of voiced obstruents, mora counts, and vowel quality on Pokemon characters' size, weight, strength parameters, and evolution levels. We found that the number of voiced obstruents in Pokemon names correlates positively with size, weight, evolution levels, and general strength parameters, except for speed. We argue that this result is compatible with the Frequency Code Hypothesis. The number of moras in Pokemon names correlates positively with size, weight, evolution levels and all strength parameters. 

Vowel height is also shown to have an influence on size and weight---Pokemon characters with initial high vowels tend to be smaller and lighter, although the effect size is not very large.

Not only does this paper offer a new case study of sound symbolism, it provides evidence that sound symbolism is at work when naming proper nouns. In general, the materials provided in this paper are useful for undergraduate education in linguistics, phonetics and psychology to attract students' interests, as Pokemon is very popular among current students.","['sound symbolism', 'japanese', 'phonetics', 'voiced obstruents', 'mora counts', 'pokemon', 'phonology']",2017
Expressing Evolution in Pokemon Names: Experimental Explorations,https://ling.auf.net/lingbuzz/003281/current.pdf?_s=0ilN40m0De20uLGM,"['Kawahara, Shigeto', 'Kumagai, Gakuji']","There has been a growing body of interests in sound symbolic patterns in natural languages, in which some sounds are associated with particular meanings. As a case study, a previous corpus-based research identified some specific sound symbolic relationships in Pokemon naming patterns in Japanese [1]. One of the main findings was that the names of Pokemon characters are more likely to contain voiced obstruents and are longer in terms of mora counts, when they undergo evolution (e.g. /nyoromo/ => /nyorobon/; /poppo/ => /pijotto/.). The current study reports three experiments that test whether (i) these patterns are productive in the minds of general Japanese speakers (Experiments 1 and 2), and whether (ii) the same tendency would hold with English speakers (Experiment 3). The results show that the effect of mora length was clearly observed both with Japanese speakers and English speakers; the effects of voiced obstruents were observed clearly with Japanese speakers, and less clearly with English speakers. Further analyses show that familiarity with Pokemon may influence their responses, suggesting the possibility that speakers can learn sound-symbolic patterns from a particular set of lexical items (i.e. “the Pokemon lexicon”). Besides its research value, we argue that this general project can be useful for undergraduate phonetics education.

See also http://ling.auf.net/lingbuzz/003196 for the related corpus study. ","['pokemon', 'sound symbolism', 'japanese', 'english', 'experiments', 'phonetics', 'frequency code hypothesis', 'voicing', 'length', 'semantics', 'morphology', 'phonology']",2017
The Sound System of Misiones Mbya,https://ling.auf.net/lingbuzz/002977/current.pdf?_s=IiPIbAHSITOaaiaL,"['de Paula, Matias']","Misiones Mbya is an indigenous language of South America spoken by the Mbya people in the Province of Misiones, Argentina. Although there are several studies in the literature about the Brazilian variety of this language, the linguistic information available about Misiones Mbya is extremely scarce. In this thesis I present a segmental analysis of the language (individual vowels and consonants) and a prosodic analysis of nasal harmony based on field data collected in three different communities in Misiones. The segmental analysis shows that this variety is very similar to the Brazilian variety of the language with only a few exceptions. The prosodic analysis of nasal harmony indicates that nasality fades with distance. It is also shown that some methods for carrying out acoustic analysis of nasality can yield results which can be confounded with stress.","['mbya', 'mbyá', 'misiones mbya', 'guarani', 'guaraní', 'tupi-guarani', 'nasal harmony', 'nasal harmony fading', 'segmental description', 'argentinean native languages', 'phonology']",2016
"Inner speech: “Sound Representation in Higher Language Areas during Language Generation,” ",https://ling.auf.net/lingbuzz/005516/current.pdf?_s=-0h12LrozuV4aUSl,"['Moro, Andrea']","The results of our experiments show that a special representation of sound is actually exploited by the brain during language generation, even in the absence of speech. Taking advantage of data collected during neurosurgical operations on awake patients, here we cross-correlated the cortical activity in the frontal and temporal language areas of a person reading aloud or mentally with the envelope of the sound of the corresponding utterances. In both cases, cortical activity
and the envelope of the sound of the utterances were significantly correlated. This suggests that in hearing people, sound representation deeply informs generation of linguistic expressions at a much higher level than previously thought. This may help in designing new strategies to help people with language
disorders such as aphasia.","['inner speech', 'syntax', 'non-acoustic areas', ""broca's area"", 'syntax', 'phonology']",2015
Measuring segmental and lexical trends in a corpus of naturalistic speech misperception,https://ling.auf.net/lingbuzz/002003/current.pdf?_s=7zJfPO37PXZuz5s3,"['Tang, Kevin', 'Nevins, Andrew']","Please cite:
Tang, K., & Nevins, A. (2013, in press) Measuring Segmental and Lexical Trends in a Corpus of Naturalistic Speech. Proceedings of the 43rd Meeting of the North East Linguistic Society.","['naturalistic', 'slips of the ear', 'slip of the ear', 'phonetic similarity', 'perception', 'misperception', 'speech in noise', 'word frequency', 'frequency bias', 'lexical trends', 'lexical selection', 'synchronic sound change', 'sound change', 'phonology']",2013
Cracow sandhi voicing is neither phonological nor phonetic. It is both phonological and phonetic.,https://ling.auf.net/lingbuzz/001601/current.pdf?_s=6X9NPsCeKtkOUXXF,"['Cyran, Eugeniusz']","The paper presents a privative account of Cracow Polish (CP) sandhi voicing, and adheres to the following postulates:
– the account is privative 
– sonorants do not spread [voice] because they do not have it
– there is no rule ordering (phonological processes are not ordered, phonetic interpretation operates on the final phonological form)
– CP sandhi voicing is part and parcel of all voice assimilation phenomena word-internally
The account is based on two mutually related assumptions: 1. The interaction between phonology and phonetics in a sound system involves building arbitrary relations between the two domains. 2. Laryngeal Realism is replaced by Laryngeal Relativism, which allows almost identical phonetic facts to stem from completely opposite representational systems. CP sandhi voicing cannot be treated solely on phonological or solely on phonetic grounds. Phonetic interpretation requires both aspects to be taken into account, and thus, CP sandhi voicing is both phonological and phonetic in nature – it is systemic.","['polish phonology', 'voice', 'laryngeal relativism', 'sound system', 'phonetic interpretation in gp', 'phonology-phonetics interface', 'sandhi', 'phonology']",2012
"Listen to the sound of salience, Multichannel syntax of Q particles",https://ling.auf.net/lingbuzz/004752/current.pdf?_s=eDr_3qpaI2yJ-cWF,"['Jouitteau, Melanie']","I claim that the linguistic message that realizes syntax is multichannel. The syntax-PF interface is the interface of syntax with all the sensorimotor systems available to humans, including, for oral languages, minimal vocalic productions, intonation, hand movement and body gestures. I show that the realization of syntactic structure consists of (i) segmental oral morphemes, (ii) non-segmental oral morphemes (intonation), and (iii) non-oral morphemes (segmental or not; hand movements, upper body gestures and face movements). In particular, the latter predicts the use of non-oral morphemes in oral languages, since the speakers of oral languages have it available in their sensorimotor system. I focus on the CP domain of oral languages, and show that its functional projections can be realized by either (i), (ii) and (iii). The empirical body of this article concentrates on the multichannel Q particles in French, Atlantic French and British English.","['gestures', 'questions', 'polar questions', 'french', 'multichannel syntax', 'intonation', 'morphology', 'syntax', 'phonology']",2007
Segmental Phonetics and Phonology in Caucasian Langauges,https://ling.auf.net/lingbuzz/004402/current.pdf?_s=3QueZAiJBE9Te21V,"['Begus, Gasper']","This article surveys the major topics of Caucasian phonetics and phonology focusing on those aspects that bear broader implications for general phonetics and phonological theory. The article first presents an acoustic phonetic treatment of phonemic inventories in the three Caucasian families that involves both a review of recent instrumental data on the topic as well as a new analysis of experimental acoustic data. The focus of the  phonetic analysis is obstruents with different laryngeal features, typologically unusual segments, small vocalic inventories, and pharyngealization. The second part reviews treatments of Caucasian phonotactics, primarily of South Caucasian consonant clusters that play a crucial role in the discussion on production vs.~perception in phonology. The article concludes with a collection of phonological alternations that have the potential to bear broader theoretical implications. ","['acoustic phonetics', 'naturalness in phonology', 'laryngeal features', 'ejective obstruents', 'double articulation', 'aspiration dissimilation', 'pharyngeals', 'epiglottals', 'consonant clusters', 'final voicing', 'phonology']",2019
